,logS,temperature,solvent_smiles,solute_smiles,source
22,-1.2033903095224152,288.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
23,-1.139325162704939,293.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
24,-1.0773509097305984,298.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
25,-1.0156712999418591,303.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
26,-0.9551355921564362,308.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
27,-0.8970932486500864,313.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
28,-0.8397265858206603,318.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
29,-0.78545973198449,323.15,CO,O=Cc1cc(Br)c(O)c(Br)c1,10.1021/acs.jced.0c00376
30,-0.9035527013180557,273.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
31,-0.8112236709717949,278.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
32,-0.732716990778857,283.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
33,-0.6413641926016197,288.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
34,-0.5498586448677223,293.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
35,-0.4642875742312684,298.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
36,-0.3843076062165078,303.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
37,-0.3084830448441094,308.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
38,-0.23887227339315195,313.15,CO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,10.1021/acs.jced.0c00127
39,-1.3692136403025372,274.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
40,-1.3058617899973295,278.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
41,-1.2015347489043722,283.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
42,-1.1136014613645884,288.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
43,-1.0102684658524097,293.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
44,-0.9354278208498971,298.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
45,-0.8502544825559656,303.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
46,-0.7699906561257096,308.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
47,-0.6757402690440788,313.15,CO,O=C(Nc1ccccc1)c1ccccc1,10.1021/acs.jced.0c00167
48,-0.5487729673150509,278.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
49,-0.4676354350708794,283.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
50,-0.38853332432261,288.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
51,-0.30943617938616985,293.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
52,-0.23263511514096183,298.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
53,-0.1568737365229447,303.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
54,-0.08013131406653069,308.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
55,-0.007708972803494409,313.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
56,0.06593571764092906,318.15,CO,Nc1ccc(S(N)(=O)=O)cc1,10.1021/acs.jced.9b00411
57,-1.5283435027299268,293.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
58,-1.4340140296674149,298.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
59,-1.3574354598162064,303.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
60,-1.2536089575195253,308.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
61,-1.1866326553045565,313.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
62,-1.06438911466169,318.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
63,-0.9799740738669572,323.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
64,-0.8938117831159622,328.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
65,-0.8029564752671123,333.15,CO,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,10.1021/acs.jced.0c00558
66,-1.5185395762885197,278.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
67,-1.4663318670686374,283.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
68,-1.4090635027896272,288.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
69,-1.341763832059941,293.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
70,-1.2750487692840047,298.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
71,-1.2020994223511445,303.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
72,-1.1310369541903322,308.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
73,-1.0551090381696646,313.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
74,-0.9806078840558569,318.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
75,-0.9008750883521862,323.15,CO,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,10.1021/acs.jced.0c00616
76,-1.4916602277177238,278.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
77,-1.405689241829448,283.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
78,-1.306765288089046,288.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
79,-1.225687948779208,293.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
80,-1.1259478643577154,298.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
81,-1.0390242718257146,303.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
82,-0.9601022865028238,308.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
83,-0.8729997454249838,313.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
84,-0.7934516159233318,318.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
85,-0.7123757300250181,323.15,CO,Cc1cc(Cl)cc(C(=O)O)c1N,10.1021/acs.jced.1c00047
86,-0.8794598863395454,288.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
87,-0.8365991341385524,293.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
88,-0.7764482918302237,298.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
89,-0.6865713938520637,303.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
90,-0.6246872052182637,308.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
91,-0.556921095833752,313.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
92,-0.48747215869648297,318.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
93,-0.4206660629599448,323.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
94,-0.37481069289882646,328.15,CO,Cc1c(N)cccc1C(=O)O,10.1021/acs.jced.1c00109
95,-0.3431691381151653,278.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
96,-0.28040552587033435,283.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
97,-0.21103714861302403,288.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
98,-0.1467772069333546,293.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
99,-0.09027729494737735,298.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
100,-0.01732198411037072,303.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
101,0.05052550666603715,308.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
102,0.12894899015156094,313.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
103,0.22657248634178725,318.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
104,0.34309042609364726,323.15,CO,CC(=O)Nc1ccccc1[N+](=O)[O-],10.1021/acs.jced.1c00037
105,0.2972931301184098,283.15,CO,CSCCC(NC(C)=O)C(=O)O,10.1021/acs.jced.1c00064
106,0.4156453723438452,293.15,CO,CSCCC(NC(C)=O)C(=O)O,10.1021/acs.jced.1c00064
107,0.5365419476707693,303.15,CO,CSCCC(NC(C)=O)C(=O)O,10.1021/acs.jced.1c00064
108,0.6529384934113144,313.15,CO,CSCCC(NC(C)=O)C(=O)O,10.1021/acs.jced.1c00064
109,0.7942275904528074,323.15,CO,CSCCC(NC(C)=O)C(=O)O,10.1021/acs.jced.1c00064
110,-0.15293956526536978,283.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
111,-0.09535745058730499,288.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
112,-0.0502582199076474,293.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
113,0.007314458014080497,298.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
114,0.06169384792576928,303.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
115,0.11301698848411038,308.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
116,0.16562134572720494,313.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
117,0.21334740273048933,318.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
118,0.26850078386753035,323.15,CO,O=C(O)c1ccc(CO)cc1,10.1021/acs.jced.1c00035
119,-1.0980830526502707,283.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
120,-1.0594086479647962,288.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
121,-1.009062548303401,293.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
122,-0.9269681572400891,298.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
123,-0.8316710262983806,303.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
124,-0.7436471278516028,308.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
125,-0.6615398360536439,313.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
126,-0.5921203627364396,318.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
127,-0.5258224214787338,323.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
128,-0.44579291010060695,328.15,CO,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,10.1021/acs.jced.1c00062
129,-1.4501549983200652,283.2,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
130,-1.3401963955339327,288.25,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
131,-1.2309477917210396,293.15,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
132,-1.1215649364297748,298.17,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
133,-1.0063684434337856,303.23,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
134,-0.9060245417329611,308.07,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
135,-0.7842655846177085,313.25,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
136,-0.6747797791643644,318.24,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
137,-0.5541838748886521,323.25,CO,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,10.1021/acs.jced.0c01088
138,0.3164631858164045,288.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
139,0.36142493220379107,293.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
140,0.45659326169989917,298.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
141,0.5563783925675103,303.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
142,0.6284451225566768,308.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
143,0.7560183208283678,313.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
144,0.845879456957377,318.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
145,0.9311835348730194,323.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
146,1.019609575357711,328.15,CO,OCC(O)COc1ccc(Cl)cc1,10.1021/acs.jced.0c00900
147,-2.5595428046191304,273.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
148,-2.455935767668689,278.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
149,-2.369421854060581,283.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
150,-2.2829507166164604,288.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
151,-2.200644078728427,293.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
152,-2.1187435948888234,298.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
153,-2.035675979293481,303.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
154,-1.954661005198594,308.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
155,-1.882637086461833,313.15,CO,COc1cc2nc(Cl)nc(N)c2cc1OC,10.1021/acs.jced.0c00506
156,-2.238329326828089,273.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
157,-2.240108299953414,278.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
158,-2.2419760313500974,283.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
159,-2.244010187149746,288.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
160,-2.2460991357936604,293.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
161,-2.2482264200203077,298.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
162,-2.2505271883269824,303.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
163,-2.2528920195960636,308.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
164,-2.255344331555789,313.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
165,-2.257926488873551,318.15,CO,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,10.1021/acs.jced.0c00803
166,-0.3891659122563382,283.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
167,-0.35065682286757544,288.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
168,-0.3060606756342517,293.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
169,-0.24724598576441584,298.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
170,-0.19823601529020982,303.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
171,-0.14316564684475486,308.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
172,-0.07791733065937104,313.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
173,-0.013558411037410588,318.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
174,0.05790495561602109,323.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
175,0.12607344252118793,328.15,CO,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,10.1021/acs.jced.0c00655
176,-1.8005463346390707,278.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
177,-1.6628987118341163,283.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
178,-1.5480583038623885,288.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
179,-1.4314334897218703,293.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
180,-1.3069092313026072,298.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
181,-1.2044679996076628,303.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
182,-1.098140895587144,308.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
183,-0.9957823964972484,313.15,CO,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,10.1021/acs.jced.0c00040
184,-1.2661584124385417,283.15,CO,O=C(O)CNCc1ccccc1,10.1021/acs.jced.1c00050
185,-1.177611051013797,293.15,CO,O=C(O)CNCc1ccccc1,10.1021/acs.jced.1c00050
186,-1.0870154404145016,303.15,CO,O=C(O)CNCc1ccccc1,10.1021/acs.jced.1c00050
187,-0.9991119344680934,313.15,CO,O=C(O)CNCc1ccccc1,10.1021/acs.jced.1c00050
188,-0.8991508807523556,323.15,CO,O=C(O)CNCc1ccccc1,10.1021/acs.jced.1c00050
189,-0.008154645140816699,278.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
190,0.06353806500122189,283.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
191,0.1355574308548037,288.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
192,0.20692262974493608,293.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
193,0.27179268484991514,298.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
194,0.3357050008590885,303.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
195,0.3966563211221389,308.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
196,0.4600977309428669,313.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
197,0.5248155559806854,318.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
198,0.5900910066431602,323.15,CO,O=C(O)c1cccc([N+](=O)[O-])c1O,10.1021/acs.jced.1c00259
199,-2.185747849244242,273.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
200,-1.9871030273729169,278.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
201,-1.8442633424853447,283.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
202,-1.727591809329087,288.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
203,-1.627521377193805,293.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
204,-1.5426624459467153,298.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
205,-1.4644138674847669,303.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
206,-1.395228705497063,308.15,CO,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,10.1021/acs.jced.1c00302
