,logS,temperature,solvent_smiles,solute_smiles
19,-3.855481051,298.15,OCC,CCCCCCCCCCCCCCCC(=O)OC(CO)CO
20,-1.969944603,298.15,OCC,c1ccc(c(c1)/C=C/C(=O)O)[N+](=O)[O-]
21,-2.673538801,293.15,OCC,C[C@H]1CC[C@@H](CC1)n1c2cnccc2c2cnc(Nc3ccc4CN(CCc4n3)C(=O)CO)nc12
22,-1.113495321,297.15,OCC,c1ccc(cc1)C(=O)OCOC(=O)c1ccccc1
23,-0.032780167,296.25,OCC,C(CCCC(=O)O)CCCC(=O)O
24,-2.851780004,298.15,OCC,COc1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccc(cc1)OC)O)O
25,-2.757471948,296.15,OCC,c1cc2cc(cc(c2c(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
26,-1.325291914,291.15,OCC,CCC(C)(CC)OC(=O)NC(=O)N
27,-3.14716535,293.15,OCC,CCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C
28,-2.279553947,298.15,OCC,Cc1cc(C)c(c(C)c1)C(=O)C(C(c1ccccc1)c1ccccc1)Br
29,-2.940199207,298.15,OCC,C(C(=O)NCC(=O)O)NC(=O)N
30,-0.36417146,293.15,OCC,CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O1)O)O)O
31,-2.071174513,295.15,OCC,CC(=Cc1ccco1)C=NNC(=O)N
32,-1.674740629,293.15,OCC,c1ccc(cc1)OC(=O)NC(=O)N
33,-0.715024726,298.15,OCC,Cc1ccc(cc1)OP(=O)(Oc1ccc(C)cc1)Oc1ccc(C)cc1
34,-1.927672678,298.14,OCC,COc1ccc(cc1)c1cc(c2ccc(c(c2)OC)O)c(C#N)c(=O)[nH]1
35,-2.121462376,298.15,OCC,C(CCC(=O)O)CCNC(=O)N
36,-2.334903897,293.15,OCC,c1ccc(cc1)COc1ccc(cc1)c1cc(COC(=O)N)on1
37,-1.84106883,291.15,OCC,Cc1ccc(cc1)OC(=O)NC(=O)N
38,-1.752447265,298.15,OCC,CC(=O)Nc1nnc(s1)S(=O)(=O)N
39,-2.026450829,290.15,OCC,CC(C)C1CCC(C)C(C1)OC(=O)NC(=O)N
40,-2.044075036,293.15,OCC,CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1
41,-2.287266367,293.15,OCC,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=NNC(=O)N)[C@@]4(C)CC[C@H]23)C1
42,-2.500740305,292.15,OCC,c1ccc(cc1)C(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1
43,-3.823909179,293.15,OCC,CCOC(=O)c1c(C)oc2cc3c(cc12)oc(C)c3C(=O)OCC
44,-1.884503851,298.14,OCC,COc1cc(ccc1O)c1cc(c2ccc(cc2)F)[nH]c(=O)c1C#N
45,-0.338961823,291.15,OCC,CCCCCCCC[C@H]([C@@H](CCCCCCCCCCCC(=O)O)[N+](=O)[O-])O
46,-1.28972567,290.15,OCC,CCCOC(=O)NC(=O)N
47,-3.627094614,298.15,OCC,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl
48,-2.057621417,293.15,OCC,CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1
49,-1.124014873,289.15,OCC,CCCCCCCCCCCCCCCC(=O)OCc1ccccc1
50,-0.270813985,298.15,OCC,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O
51,-0.298151846,294.15,OCC,CCCCS(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O
52,-2.579499754,298.15,OCC,c1ccc(cc1)CC(C(=O)O)N
53,-2.557397822,289.65,OCC,c1cc2c(cc1COC(=O)NC(=O)N)OCO2
54,-0.456474038,293.15,OCC,C(C1C(C2C(O1)OC(C(Cl)(Cl)Cl)O2)O)O
55,-3.042182953,298.14,OCC,Cc1c(c(C(=O)C)c2c(c1O)[C@@]1(C)C(=CC(=O)C(C(=O)C)C1=O)O2)O
56,-1.064624923,295.65,OCC,c1ccc2c(c1)C(=O)NS2(=O)=O
57,0.134109574,288.15,OCC,CC1=C(CCC1(C)C)C(=O)O
58,-1.971432302,298.15,OCC,c1cc2cccc3CCc(c1)c23
59,-1.403012021,293.15,OCC,C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O
60,-0.360673591,290.15,OCC,c1cc(ccc1Cl)[N+](=O)[O-]
61,-1.823075118,294.65,OCC,c1cc2c(c3CN[C@H]4c5cc6c(cc5C[C@H]([C@H]4c13)O)OCO6)OCO2
62,-2.678033738,298.15,OCC,c1ccc2c(c1)cccc2OP(=O)(Oc1cccc2ccccc12)Oc1cccc2ccccc12
63,-0.123006146,298.2,OCC,CCCCCCCCCCCCCCCC
64,-1.483907359,295.15,OCC,C(=C\c1ccco1)/C=N/NC(=O)N
65,0.15053329,293.15,OCC,CCC(=O)NNC(=O)CC
66,-1.917214297,295.15,OCC,c1ccc(cc1)c1cccc(c1)N=Cc1ccc(cc1)[N+](=O)[O-]
67,-1.854937284,298.15,OCC,c1cc(ccc1Cl)OP(=O)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl
68,-1.547635776,293.15,OCC,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-]
69,-2.710068449,296.15,OCC,C=CC(C)(C)c1c(C[C@H]2C(=O)N[C@@H](C)C(=O)N2)c2cc(CC=C(C)C)cc(CC=C(C)C)c2[nH]1
70,-1.756386539,293.15,OCC,CCOC(=O)C(C)SC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1
71,-0.814263086,293.15,OCC,c1ccc(cc1)N(c1ccccc1)C(=O)N1CCCCC1
72,0.557583436,298.15,OCC,CC(c1cccc(c1)C(=O)c1ccccc1)C(=O)O
73,-1.857437968,297.15,OCC,c1(c(c(Cl)nc(c1Cl)Cl)Cl)Cl
74,0.202103636,298.15,OCC,c1ccc(c(c1)N)[N+](=O)[O-]
75,-2.129113171,290.15,OCC,CC1CCC(CC1)C(C)(C)OC(=O)NC(=O)N
76,-0.477535246,298.15,OCC,C(#N)/C(=C(\C#N)/N)/N
77,-1.850860257,298.15,OCC,C(C1C(=O)NC(=O)N1)C(=O)O
78,-2.542885865,293.84999999999997,OCC,CCCCCCCCCCOC(=O)NC(=O)N
79,-0.156767152,298.15,OCC,c1ccc(cc1)c1cccc(c1[N+](=O)[O-])O
80,0.972403313,298.15,OCC,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
81,-3.31785744,288.15,OCC,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O
82,-1.301321832,293.15,OCC,Cc1cc(C)c(c(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
83,-1.510299339,291.15,OCC,C=C(C)C1C/C(=N/Nc2ccccc2)/C(=C(C1)/N=N/c1ccccc1)C
84,-1.066742368,293.15,OCC,C([C@H]([C@H]([C@@H]([C@H](CS)O)O)O)O)O
85,-0.522888515,293.15,OCC,CCCCCCCCCCP(=O)(O)O
86,-0.433878987,297.95,OCC,c1c(c(Cl)nc(c1Cl)Cl)Cl
87,-2.31657923,298.15,OCC,c1ccc(cc1)/N=N/c1ccc(cc1)Oc1nc(Cl)nc(Cl)n1
88,-2.886123037,298.15,OCC,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
89,-1.753001822,293.15,OCC,c1ccc(cc1)COC(=O)NCCCCCC(=O)NCCCCCC(=O)NCCCCCC(=O)O
90,-1.399099211,298.15,OCC,Cc1cc(ccc1OCC(=O)Nc1ccccc1)Cl
91,0.161805214,298.15,OCC,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
92,0.090993157,298.15,OCC,CN(C)CC(=O)O
93,-1.101572489,298.15,OCC,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N
94,-1.248609112,293.15,OCC,C1=C(C(=O)C(=CC1=O)Br)Br
95,-0.241601153,298.15,OCC,c1ccc(cc1)c1c[nH]c(c2ccccc2)n1
96,-1.11385346,288.15,OCC,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
97,0.072203685,298.15,OCC,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](C[C@]12C)O)C(=O)COC(=O)CC
98,-2.208446731,293.15,OCC,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1
99,-0.250254149,298.15,OCC,c1ccc(cc1)c1ccc(cc1)Cl
100,-1.663336191,293.15,OCC,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(ccc4[C@H]3CC[C@]12C)OC(=O)c1ccccc1
101,-2.505874587,298.04999999999995,OCC,C1CCC2C(C1)C1CC2NC2CCCC(NC3CC(C4CCCCC34)NC3CCCC(N1)N3)N2
102,-1.541361267,288.15,OCC,c1cc(cc(c1)N=NC(=O)N)C(=O)N
103,-0.730356187,298.15,OCC,C1CCC(C(C1)Cl)SC1CCCCC1Cl
104,0.225767129,293.15,OCC,CC(=O)Nc1ccccc1
105,-1.199537073,298.15,OCC,CC(C(C(=O)O)O)(C(=O)O)O
106,-2.020133127,294.15,OCC,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N
107,-2.791240668,293.15,OCC,Cc1c(cc(c(C)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
108,-2.196053303,296.15,OCC,CN1Cc2c(ccc3c2OCO3)[C@H]2[C@H](Cc3cc4c(cc3[C@@H]12)OCO4)O
109,-2.76918539,288.15,OCC,Cc1ccc2c(c1)nc(Nc1ccccc1)n2/C(=N\c1ccccc1)/Nc1ccccc1
110,-3.698977699,298.15,OCC,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1nc2ccc(cc2s1)N(=O)=O
111,-2.150930393,289.65,OCC,c1ccc(cc1)CCCOC(=O)NC(=O)N
112,-1.13076721,298.14,OCC,COc1ccccc1OCC(COC(=O)N)O
113,-1.894535791,298.14,OCC,COc1cc(ccc1O)c1cc(c2ccc(cc2)O)[nH]c(=O)c1C#N
114,-3.214442783,293.15,OCC,CCCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C
115,-1.175426029,293.15,OCC,C(CCCCCCC(=O)O)CCCCCC1CCCC1
116,-1.176880379,298.15,OCC,COc1ccccc1NC(C(Cl)(Cl)Cl)Nc1ccccc1OC
117,-1.030859923,298.15,OCC,c1ccc2c(c1)c1cccc3cccc2c13
118,-1.861185401,299.15,OCC,c1ccc(cc1)[C@@H]1OC[C@@H](CO1)OC(=O)c1ccc(cc1)Br
119,-1.500602863,298.15,OCC,CCCCCCCCCCCCCCC1CCC(=O)O1
120,-2.614399475,298.15,OCC,c1ccc(cc1)Nc1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(=O)=O
121,-0.790293243,293.15,OCC,CC(=O)Nc1ccc(cc1Cl)Cl
122,-0.78418759,298.15,OCC,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O)C(C)C
123,-1.630430753,298.15,OCC,c1ccc(cc1)P(=S)(NN)NN
124,-1.382822954,298.27,OCC,C([C@@H]([C@H]([C@@H](CO)O)O)O)O
125,0.408240294,298.14,OCC,CC(C)Cc1ccc(cc1)C(C)C(=O)O
126,-1.960801637,290.15,OCC,C=C(C)C1CCC(C)CC1OC(=O)NC(=O)N
127,7.38e-06,299.15,OCC,CCC(CC)(Cc1ccc(C)cc1)C(=O)NO
128,-3.064857195,298.15,OCC,c1ccc(cc1)C1SC(c2ccccc2)SC(c2ccccc2)S1
129,-0.876166503,293.15,OCC,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(cc2)O)ccc1O
130,-0.637898744,298.2,OCC,c1cc(ccc1c1coc2c(ccc(c2[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O)c1=O)O
131,-3.186447201,298.04999999999995,OCC,C(c1c[nH]cn1)[C@@H](C(=O)O)N
132,-0.782730544,293.15,OCC,c1ccc2c(c1)c(c1cc(ccc1n2)F)N
133,-0.692884357,293.15,OCC,c1cc(cc(c1)[N+](=O)[O-])NC(=S)N
134,-1.189895628,288.65,OCC,CCC(C)(C)OC(=O)NC(=O)N
135,-2.037161485,288.15,OCC,CCN(CC)CCNC(=O)c1ccc(cc1)NC(=O)CCC(=O)O
136,-0.030876929,293.15,OCC,C=CCNC(=O)N(c1ccccc1)c1ccccc1
137,-2.283125892,290.15,OCC,CCCCCCCCCOC(=O)NC(=O)N
138,7.38e-06,299.15,OCC,CCCC(CCC)(c1ccccc1)C(=O)NO
139,-1.29423285,298.15,OCC,c1cc(cc(c1)S(=O)(=O)N)S(=O)(=O)N
140,-1.242931359,291.15,OCC,CC(C)CCCC(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O
141,-2.070758013,293.15,OCC,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CC(C)C
142,-1.342109292,287.15,OCC,CC(C)CC(C)(C)OC(=O)NC(=O)N
143,-2.879728133,298.15,OCC,CCCSc1ccc2c(c1)nc([nH]2)NC(=O)OC
144,-2.356521808,298.15,OCC,c1cc2c(ccc(c2nc1)C(=O)O)[N+](=O)[O-]
145,-2.986980997,289.15,OCC,Cc1ccc(cc1)N/C(=N/c1ccc(C)cc1)/n1c2ccc(C)cc2nc1Nc1ccc(C)cc1
146,-1.218915059,298.15,OCC,c1ccc(cc1)c1ccc(c(c1)O)[N+](=O)[O-]
147,-2.891425943,292.15,OCC,c1ccc(cc1)C(c1ccccc1)C(c1ccccc1)(c1ccccc1)O
148,-2.530177734,293.28999999999996,OCC,Cc1coc2c3ccc4c(CCCC4(C)C)c3C(=O)C(=O)c12
149,-2.440378684,293.15,OCC,CCCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C
150,-2.532166538,293.15,OCC,C(CCCCCNCCCCN)CCCCC(=O)O
151,-2.357119443,292.65,OCC,c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
152,-1.903076474,298.14,OCC,COc1cc(ccc1O)c1cc(c2ccc(cc2)Cl)[nH]c(=O)c1C#N
153,-1.926092442,290.15,OCC,COC(=O)NC(=O)N
154,-0.764203979,298.15,OCC,CCOc1ccc(c(c1)n1nc2ccccc2n1)NC(=O)C
155,-0.402622421,291.15,OCC,CC(=C1CC(=O)C(C)C(=O)C1)C
156,-2.833490265,298.15,OCC,CCn1cc(c(=O)c2cc(c(nc12)N1CCNCC1)F)C(=O)O
157,-2.17416425,293.15,OCC,C(CCCCCNCCCCCCCCN)CCCCC(=O)O
158,0.052120124,298.15,OCC,c1ccc(c(c1)C(=O)O)Cl
159,-3.692187894,298.15,OCC,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
160,0.113018158,298.15,OCC,CC(C)(C)c1ccc(cc1)C(=O)NN(C)C
161,-1.374682678,293.15,OCC,c1ccc(cc1)/C=C(\c1ccccc1)/C(=O)c1ccccc1
162,0.357035676,298.15,OCC,c1ccc(c(c1)Cl)OP(=O)(O)Oc1ccccc1Cl
163,-0.901912418,291.15,OCC,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O)O)O
164,-2.512234384,293.15,OCC,c1cc(ccc1Cl)N1CC(=NC1=O)N1CCOCC1
165,-0.234013975,299.15,OCC,c1cc(ccc1C(=O)OCC(CO)O)Br
166,0.416638462,298.15,OCC,c1ccc(c(c1)[N+](=O)[O-])O
167,-2.301506589,293.15,OCC,CCOc1c2c(c(c(c1OCC)OCC)N)C(=O)OC2C1c2c(CCN1C)cc1c(c2OC)OCO1
168,-2.763698043,293.15,OCC,C/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C
169,-2.075890678,293.15,OCC,CCOC(=O)CSC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1
170,-2.331620312,298.15,OCC,c1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(c1ccccc1)c1ccccc1
171,-1.249528783,293.15,OCC,c1ccc2c(c1)C(=Nc1ccccc1[N+](=O)[O-])OC2=O
172,-1.954676329,295.15,OCC,c1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
173,-2.070987471,288.15,OCC,CC(=O)CC(c1ccccc1)C(CC(=O)C)c1ccccc1
174,-2.30514198,290.15,OCC,CCCCCCCCCCCCCCCCCNC(=O)CCCCC(=O)O
175,-2.74846971,298.15,OCC,c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-]
176,-2.769884773,293.15,OCC,CCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C
177,-1.708604119,293.15,OCC,CCOC1(C(c2ccccc2)Br)C(=O)N(C)C(=O)N1
178,-2.840239779,298.15,OCC,C#CCSC[C@@H](C(=O)O)N
179,-0.766267394,298.15,OCC,C1CCC(CC1)C(=O)N(C1CCCCC1)O
180,-1.353697444,293.15,OCC,CC(C(=NNC(=O)N)C)c1ccccc1
181,0.707192548,293.15,OCC,CC1(C)C2CCC1(C)C(=NO)C2=NO
182,-0.627467868,287.15,OCC,c1cc(c(c(c1)[N+](=O)[O-])O)[N+](=O)[O-]
183,-0.946584039,288.15,OCC,Cc1ccc(cc1)Nc1[nH]c2ccc(C)cc2n1
184,0.713730033,293.15,OCC,CC[C@H](C)[C@@H](C(=O)O)NC(=O)C
185,-1.21472305,291.15,OCC,c1cc2c(Cc3cc(ccc23)N)cc1Cl
186,-1.734569649,293.15,OCC,Cc1c(C)noc1N(C(=O)C)S(=O)(=O)c1ccc(cc1)N
187,-2.19382051,298.19,OCC,c1ccc2c(c1)nc1cccc(c1n2)C(=O)O
188,-1.139914495,297.15,OCC,c1ccc(cc1)C=NNc1ccccc1
189,-0.955241939,295.15,OCC,c1cc(cc(c1)Cl)c1cc(c(C(=O)NCC(=O)O)nc1)O
190,-0.952082606,287.15,OCC,Cc1cccc2cc(C(=O)O)c(=O)oc12
191,-1.242788812,291.15,OCC,CCC(CC)OC(=O)NC(=O)N
192,-3.22184875,295.15,OCC,COc1ccc(c(c1)OC)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O
193,-2.118229479,298.15,OCC,C(CCNC(=O)N)CC(=O)O
194,-1.481419875,298.15,OCC,CC(C(=O)O)NC(=O)Nc1cccc2ccccc12
195,-0.760220113,293.15,OCC,[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl
196,-2.618629819,293.15,OCC,c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1
197,-1.10546509,290.15,OCC,C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1
198,-0.582021133,293.15,OCC,CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C
199,0.041390235,298.15,OCC,CCCC(Cc1ccccc1)/N(N(\O)/C(CCC)Cc1ccccc1)/O
200,-0.207507264,298.15,OCC,c1cc(c(c(c1)[N+](=O)[O-])Cl)C(=O)O
201,-3.689890553,298.15,OCC,c1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
202,-1.303423437,298.15,OCC,c1cn([C@@H]2CS[C@H](CO)O2)c(=O)nc1N
203,-2.235290614,293.15,OCC,Cc1c2ccccc2c(C)c2ccccc12
204,-2.172582627,290.15,OCC,Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-]
205,-0.597324383,298.15,OCC,CCCCCC(=O)NCCNC(=O)CCCCC
206,-2.294933337,293.15,OCC,C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1
207,0.380203964,298.15,OCC,C[C@@H](Cc1ccccc1)N(O)N(O)[C@H](C)Cc2ccccc2
208,-1.391988349,298.19,OCC,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O
209,-2.910861465,293.15,OCC,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@]12O)c1ccc(=O)oc1
210,-2.701037233,293.15,OCC,CCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C
211,-2.041611296,291.15,OCC,c1ccc(c(c1)Cl)OC(=O)NC(=O)N
212,-0.420217749,298.15,OCC,c1ccc2c(c1)c1NC3=CC=CC(=Nc4c5ccccc5c([nH]4)N=c4c5ccccc5c(=Nc2[nH]1)[nH]4)C3
213,-2.05739504,298.15,OCC,CC(=O)Oc1ccc(cc1C(=O)O)n1nc2ccccc2n1
214,-0.275046998,298.15,OCC,c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O
215,-0.362324399,293.15,OCC,CC(CO)[C@H](C(=O)N[C@@H]1C2CC[C@@](C)([C@@H]1O)C2(C)C)O
216,-0.693137174,293.15,OCC,CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O
217,-0.78430213,293.15,OCC,c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-]
218,-1.383693868,293.15,OCC,C(CCCCCNCCCCCCCN)CCCCC(=O)O
219,-1.407459278,292.15,OCC,CCCCCCCCCCCCCC(C(C(=O)O)O)O
220,-2.316835803,298.15,OCC,COC(=O)C(C(C(=O)OC)OC(=O)c1ccccc1)OC(=O)c1ccccc1
221,-1.681923089,298.04999999999995,OCC,c1ccc2c(c1)c1=Nc3cccc(=Nc4c5ccccc5c(N=c5cccc([nH]5)N=c2[nH]1)[nH]4)[nH]3
222,0.240146748,293.15,OCC,C[C@@H](c1cc2ccc(cc2nc1c1ccccn1)F)Nc1c2c([nH]cn2)ncn1
223,0.138857616,298.15,OCC,c1ccc(cc1)C(=O)N
224,-1.850758304,298.15,OCC,CCn1cc(c(=O)c2cc3c(cc12)OCO3)C(=O)O
225,-0.068248233,298.15,OCC,CC(C(=O)O)N(CCC(=O)O)C(=O)C
226,-2.015580865,299.15,OCC,C1=CC[C@@H]2[C@H](C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl
227,-3.388272563,288.15,OCC,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)CCC(=O)O
228,-0.784715311,293.15,OCC,CC(=O)O[C@H]1CC[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3C)[C@H]1O5)OC
229,0.054531415,298.15,OCC,c1ccc(cc1)c1cc(ccc1[N+](=O)[O-])O
230,-1.442176367,297.7,OCC,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]13C)O2
231,-1.54690736,298.15,OCC,CCOc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl
232,-3.793469596,298.37,OCC,c1cc(ccc1[C@H](C(=O)O)N)O
233,-0.436730994,293.15,OCC,c1ccc(cc1)Nc1ccc(cc1N)Cl
234,-1.500312969,295.15,OCC,COc1ccc(cc1)N=Cc1ccccc1
235,-1.725700348,298.15,OCC,Cc1cc(ccc1Nc1c(cc(C)s1)C#N)N(=O)=O
236,-0.057056573,298.19,OCC,c1c(cc(c(c1O)O)O)C(=O)O
237,-7.2e-06,299.15,OCC,CCCC(CCC)(C1CCCCC1)C(=O)NO
238,0.607805464,298.15,OCC,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(cc12)OC)O
239,-0.098819806,288.15,OCC,c1ccc(c(c1)C(=O)O)Nc1cccc(c1)C(F)(F)F
240,-1.443202012,298.15,OCC,CC(C)c1cc(c(C)c(c1)N)N
241,-2.984312165,298.15,OCC,CCCCC(C(=O)[O-])[NH3+]
242,0.074274412,295.79999999999995,OCC,Cc1ccc2ccc(C)cc2c1
243,-1.558247295,293.15,OCC,c1cc(cc(c1)Nc1ccc(cc1N)Cl)Cl
244,-1.586482533,295.15,OCC,CCC(=Cc1ccco1)C=NNC(=O)N
245,0.597868172,298.15,OCC,CC1(C)[C@H](CC[C@@]1(C)C(=O)O)C(=O)O
246,-1.015884705,291.15,OCC,C=CC(CC)OC(=O)NC(=O)N
247,-0.429952338,293.15,OCC,C(CS(=O)(=O)CCCl)Cl
248,-1.289524726,293.15,OCC,CC(=C(c1ccccc1)O)C(=O)c1ccccc1
249,-2.479320814,293.15,OCC,Cc1c(C#N)c(c2ccccc2)n(c2ccccc2)n1
250,-0.702872483,291.15,OCC,COc1cc(ccc1O)CC1COC(=O)C1Cc1ccc(c(c1)OC)O
